TransactionID|OrderID|CustomerName|ProductName|OrderDate|ShipDate|ShipMode|SalesAmount,,,,,
5640|CA-2015-154893|Gary McGarr|Safco Contoured Stacking Chairs|2015-12-21|2015-12-27|Standard Class|572.16,,,,,
6243|CA-2015-134621|Dennis Pardue|Ibico Plastic Spiral Binding Combs|2015-12-21|2015-12-28|Standard Class|18.24,,,,,
9465|CA-2015-109127|John Castell|Avery 492|2015-12-21|2015-12-25|Standard Class|17.28,,,,,
6146|CA-2015-133543|Khloe Miller|Newell 332|2015-12-22|2015-12-26|Standard Class|11.76,,,,,
6529|CA-2015-146864|Bradley Talbott|Desktop 3-Pocket Hot File|2015-12-22|2015-12-26|Standard Class|216.4,,,,,
6915|CA-2015-142510|Nora Preis|Economy Rollaway Files|2015-12-22|2015-12-29|Standard Class|132.16,,,,,
6916|CA-2015-142510|Nora Preis|Recycled Easel Ring Binders|2015-12-22|2015-12-29|Standard Class|17.904,,,,,
6917|CA-2015-142510|Nora Preis|White Computer Printout Paper by Universal|2015-12-22|2015-12-29|Standard Class|124.032,,,,,
9724|CA-2015-101364|Tamara Willingham|Lock-Up Easel 'Spel-Binder'|2015-12-22|2015-12-26|Standard Class|296.712,,,,,
3213|CA-2015-142314|Sarah Foster|Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector|2015-12-23|2015-12-28|Standard Class|207.24,,,,,
3980|CA-2015-114517|Tiffany House|Hon 61000 Series Interactive Training Tables|2015-12-23|2015-12-27|Standard Class|53.316,,,,,
3981|CA-2015-114517|Tiffany House|Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector|2015-12-23|2015-12-27|Standard Class|56.52,,,,,
7005|CA-2015-126333|Michelle Ellison|Xerox 2000|2015-12-23|2015-12-28|Standard Class|5.184,,,,,
9380|CA-2015-154158|Craig Carreira|Computer Printout Paper with Letter-Trim Perforations|2015-12-23|2015-12-27|Second Class|45.528,,,,,
9381|CA-2015-154158|Craig Carreira|Padded Folding Chairs, Black, 4/Carton|2015-12-23|2015-12-27|Second Class|64.784,,,
9382|CA-2015-154158|Craig Carreira|Tennsco 6- and 18-Compartment Lockers|2015-12-23|2015-12-27|Second Class|424.272,,,,,
9383|CA-2015-154158|Craig Carreira|Prang Dustless Chalk Sticks|2015-12-23|2015-12-27|Second Class|1.344,,,,,
9384|CA-2015-154158|Craig Carreira|Acco Perma 3000 Stacking Storage Drawers|2015-12-23|2015-12-27|Second Class|83.92,,,,,
403|CA-2015-113166|Luke Foster|Xerox 1974|2015-12-24|2015-12-26|First Class|9.568,,,,,
669|CA-2015-156314|Resi Pölking|Master Giant Foot Doorstop, Safety Yellow|2015-12-24|2015-12-26|First Class|30.36,,,,
1267|US-2015-167738|Julie Creighton|Letter Size Cart|2015-12-24|2015-12-29|Standard Class|142.86,,,,,
1268|US-2015-167738|Julie Creighton|Global Value Mid-Back Manager's Chair, Gray|2015-12-24|2015-12-29|Standard Class|292.272,,,,
4504|US-2015-138247|Ben Ferrer|Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black|2015-12-24|2015-12-29|Standard Class|173.656,,,,,
4505|US-2015-138247|Ben Ferrer|Avanti 4.4 Cu. Ft. Refrigerator|2015-12-24|2015-12-29|Standard Class|361.96,,,,,
4506|US-2015-138247|Ben Ferrer|Sony 32GB Class 10 Micro SDHC R40 Memory Card|2015-12-24|2015-12-29|Standard Class|62.85,,,,,
4507|US-2015-138247|Ben Ferrer|Cisco Unified IP Phone 7945G VoIP phone|2015-12-24|2015-12-29|Standard Class|818.376,,,,,
4508|US-2015-138247|Ben Ferrer|Tennsco Commercial Shelving|2015-12-24|2015-12-29|Standard Class|20.34,,,,,
4509|US-2015-138247|Ben Ferrer|Westinghouse Floor Lamp with Metal Mesh Shade, Black|2015-12-24|2015-12-29|Standard Class|23.99,,,,
8949|CA-2015-132913|Adam Shillingsburg|Belkin 7-Outlet SurgeMaster Home Series|2015-12-24|2015-12-26|First Class|13.97,,,,,
125|US-2015-152030|Alan Dominguez|Global Deluxe High-Back Manager's Chair|2015-12-26|2015-12-28|Second Class|600.558,,,,,
"294|CA-2015-111451|Kelly Lampkin|Howard Miller 13"" Diameter Goldtone Round Wall Clock|2015-12-26|2015-12-28|First Class|300.416",,,,,
295|CA-2015-111451|Kelly Lampkin|Global Deluxe Office Fabric Chairs|2015-12-26|2015-12-28|First Class|230.352,,,,,
296|CA-2015-111451|Kelly Lampkin|Eldon ClusterMat Chair Mat with Cordless Antistatic Protection|2015-12-26|2015-12-28|First Class|218.352,,,,,
297|CA-2015-111451|Kelly Lampkin|Ibico Laser Imprintable Binding System Covers|2015-12-26|2015-12-28|First Class|78.6,,,,,
298|CA-2015-111451|Kelly Lampkin|Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box|2015-12-26|2015-12-28|First Class|27.552,,,,
622|US-2015-111171|Christina Anderson|Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl|2015-12-26|2015-12-31|Standard Class|8.69,,,,
3293|CA-2015-106264|Clytie Kelty|Acme Rosewood Handle Letter Opener|2015-12-26|2015-12-30|Standard Class|11.91,,,,,
3294|CA-2015-106264|Clytie Kelty|Eldon Regeneration Recycled Desk Accessories, Smoke|2015-12-26|2015-12-30|Standard Class|3.48,,,,
4816|CA-2015-139598|Maureen Gnade|Wirebound Message Books," Two 4 1/4"" x 5"" Forms per Page|2015-12-26|2015-12-31|Standard Class|18.264",,,,
4817|CA-2015-139598|Maureen Gnade|Holmes 99% HEPA Air Purifier|2015-12-26|2015-12-31|Standard Class|34.656,,,,,
4818|CA-2015-139598|Maureen Gnade|Tripp Lite TLP810NET Broadband Surge for Modem/Fax|2015-12-26|2015-12-31|Standard Class|81.552,,,,,
4819|CA-2015-139598|Maureen Gnade|Sensible Storage WireTech Storage Systems|2015-12-26|2015-12-31|Standard Class|227.136,,,,,
7344|CA-2015-168473|Tracy Blumstein|Fellowes Bankers Box Stor/Drawer Steel Plus|2015-12-26|2016-01-01|Standard Class|191.88,,,,,
8690|CA-2015-101427|Andy Yotov|Eldon Spacemaker Box, Quick-Snap Lid, Clear|2015-12-26|2015-12-30|Standard Class|8.016,,,
1177|CA-2015-120243|Alyssa Tate|Staple-on labels|2015-12-27|2015-12-30|Second Class|11.56,,,,,
2967|CA-2015-162866|Corey-Lock|DAX Wood Document Frame|2015-12-27|2015-12-31|Standard Class|32.952,,,,,
2968|CA-2015-162866|Corey-Lock|Staple magnet|2015-12-27|2015-12-31|Standard Class|30.016,,,,,
4553|US-2015-106334|Jeremy Farry|Bevis Steel Folding Chairs|2015-12-27|2016-02-01|Standard Class|230.28,,,,,
4554|US-2015-106334|Jeremy Farry|Xerox 1927|2015-12-27|2016-02-01|Standard Class|12.84,,,,,
6132|CA-2015-163447|Thomas Brumley|Global Push Button Manager's Chair, Indigo|2015-12-27|2015-12-31|Standard Class|767.214,,,,
7776|CA-2015-166961|Cynthia Delaney|Staple holder|2015-12-27|2015-12-31|Standard Class|10.98,,,,,
7777|CA-2015-166961|Cynthia Delaney|Staples|2015-12-27|2015-12-31|Standard Class|7.86,,,,,
7778|CA-2015-166961|Cynthia Delaney|Advantus Rolling Storage Box|2015-12-27|2015-12-31|Standard Class|51.45,,,,,
7779|CA-2015-166961|Cynthia Delaney|GBC VeloBind Cover Sets|2015-12-27|2015-12-31|Standard Class|37.056,,,,,
8338|CA-2015-153087|Tamara Chand|Xerox 1983|2015-12-27|2016-03-01|Standard Class|23.92,,,,,
8339|CA-2015-153087|Tamara Chand|Enermax Acrylux Wireless Keyboard|2015-12-27|2016-03-01|Standard Class|498,,,,,
8372|CA-2015-165393|Nathan Cano|GBC Standard Therm-A-Bind Covers|2015-12-27|2015-12-30|First Class|4.984,,,,,
"8671|US-2015-159611|Karl Braun|Eldon ""L"" Workstation Diamond Chairmat|2015-12-27|2016-01-01|Second Class|182.352",,,,,
8672|US-2015-159611|Karl Braun|Safco Industrial Shelving|2015-12-27|2016-01-01|Second Class|118.16,,,,,
9232|CA-2015-148383|Resi Pölking|GBC DocuBind 300 Electric Binding Machine|2015-12-27|2015-12-31|Standard Class|946.764,,,,,
317|CA-2015-164259|Sung Pak|Boston School Pro Electric Pencil Sharpener, 1670|2015-12-28|2015-12-30|First Class|99.136,,,,
6296|CA-2015-141313|Anthony Jacobs|Hoover Upright Vacuum With Dirt Cup|2015-12-28|2016-01-01|Standard Class|1737.18,,,,,
6297|CA-2015-141313|Anthony Jacobs|Fellowes Strictly Business Drawer File, Letter/Legal Size|2015-12-28|2016-01-01|Standard Class|704.25,,,,
6298|CA-2015-141313|Anthony Jacobs|Xerox 1906|2015-12-28|2016-01-01|Standard Class|141.76,,,,,
757|CA-2015-106803|Debra Catini|Recycled Eldon Regeneration Jumbo File|2015-12-29|2016-02-01|Standard Class|24.56,,,,,
758|CA-2015-106803|Debra Catini|Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...|2015-12-29|2016-02-01|Standard Class|119.8,,,,,
4038|CA-2015-110786|Anthony Johnson|Stacking Trays by OIC|2015-12-29|2016-02-01|Standard Class|24.9,,,,,
4039|CA-2015-110786|Anthony Johnson|Xerox 1981|2015-12-29|2016-02-01|Standard Class|21.12,,,,,
4040|CA-2015-110786|Anthony Johnson|DYMO CardScan Personal V9 Business Card Scanner|2015-12-29|2016-02-01|Standard Class|767.952,,,,,
4041|CA-2015-110786|Anthony Johnson|Avery Hanging File Binders|2015-12-29|2016-02-01|Standard Class|14.352,,,,,
4042|CA-2015-110786|Anthony Johnson|Mophie Juice Pack Helium for iPhone|2015-12-29|2016-02-01|Standard Class|191.976,,,,,
4043|CA-2015-110786|Anthony Johnson|Avery 477|2015-12-29|2016-02-01|Standard Class|274.77,,,,,
"4044|CA-2015-110786|Anthony Johnson|Executive Impressions 10"" Spectator Wall Clock|2015-12-29|2016-02-01|Standard Class|70.56",,,,,
4320|CA-2015-152345|Shui Tom|Mediabridge Sport Armband iPhone 5s|2015-12-29|2016-03-01|Second Class|23.976,,,,,
4321|CA-2015-152345|Shui Tom|Fellowes Bases and Tops For Staxonsteel/High-Stak Systems|2015-12-29|2016-03-01|Second Class|33.29,,,,,
5678|CA-2015-126802|Zuschuss Carroll|Tenex Chairmats For Use with Hard Floors|2015-12-29|2016-05-01|Standard Class|38.976,,,,,
7204|CA-2015-118276|Michael Granlund|Master Caster Door Stop, Large Brown|2015-12-29|2016-02-01|Standard Class|8.736,,,,
7693|CA-2015-102330|Arianne Irving|Alphabetical Labels for Top Tab Filing|2015-12-29|2016-03-01|Standard Class|88.8,,,,,
7694|CA-2015-102330|Arianne Irving|HTC One|2015-12-29|2016-03-01|Standard Class|319.968,,,,,
9442|CA-2015-165477|Ricardo Emerson|Acco 6 Outlet Guardian Standard Surge Suppressor|2015-12-29|2015-12-31|Second Class|48.36,,,,,
306|CA-2015-130960|Ken Brennan|Newell 350|2015-12-30|2016-04-01|Standard Class|9.84,,,,,
3305|CA-2015-104738|Stefania Perrino|Fashion Color Clasp Envelopes|2015-12-30|2016-01-01|Second Class|12.984,,,,,
3306|CA-2015-104738|Stefania Perrino|Plantronics CS 50-USB - headset - Convertible, Monaural|2015-12-30|2016-01-01|Second Class|217.584,,,,
3307|CA-2015-104738|Stefania Perrino|AT&T 1080 Corded phone|2015-12-30|2016-01-01|Second Class|328.776,,,,,
3308|CA-2015-104738|Stefania Perrino|Acco Hanging Data Binders|2015-12-30|2016-01-01|Second Class|2.286,,,,,
3309|CA-2015-104738|Stefania Perrino|Logitech 910-002974 M325 Wireless Mouse for Web Scrolling|2015-12-30|2016-01-01|Second Class|47.984,,,,,
3724|US-2015-169789|Maureen Fritzler|Ibico Ibimaster 300 Manual Binding System|2015-12-30|2016-04-01|Standard Class|551.985,,,,,
6060|CA-2015-138072|Guy Armstrong|Maxell Pro 80 Minute CD-R, 10/Pack|2015-12-30|2016-03-01|Standard Class|27.968,,,,
7359|US-2015-115189|Alex Russell|ClearSounds CSC500 Amplified Spirit Phone Corded phone|2015-12-30|2016-03-01|Second Class|251.964,,,,,
7360|US-2015-115189|Alex Russell|Hon 5100 Series Wood Tables|2015-12-30|2016-03-01|Second Class|523.764,,,,,
8265|CA-2015-131800|Astrea Jones|Kensington 6 Outlet SmartSocket Surge Protector|2015-12-30|2016-04-01|Standard Class|122.94,,,,,
8266|CA-2015-131800|Astrea Jones|Cardinal HOLDit! Binder Insert Strips,Extra Strips|2015-12-30|2016-04-01|Standard Class|35.448,,,,
8969|CA-2015-166730|Dorothy Dickinson|Tennsco Industrial Shelving|2015-12-30|2016-01-01|First Class|39.128,,,,,
1546|CA-2015-150245|Pamela Coakley|Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors|2015-12-31|2016-04-01|Second Class|1573.488,,,,
2006|CA-2015-111150|Rob Williams|BIC Brite Liner Grip Highlighters, Assorted, 5/Pack|2015-12-31|2016-04-01|Standard Class|29.68,,,
2007|CA-2015-111150|Rob Williams|Sabrent 4-Port USB 2.0 Hub|2015-12-31|2016-04-01|Standard Class|47.53,,,,,
2342|US-2015-143231|Gary Mitchum|Nu-Dell Executive Frame|2015-12-31|2016-03-01|First Class|63.2,,,,,
2343|US-2015-143231|Gary Mitchum|Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB|2015-12-31|2016-03-01|First Class|113.97,,,,,
4559|CA-2015-127383|Candace McMahon|Staple envelope|2015-12-31|2016-05-01|Standard Class|49.568,,,,,
7678|CA-2015-133592|Katherine Murray|Xerox 1917|2015-12-31|2016-07-01|Standard Class|195.64,,,,,
7679|CA-2015-133592|Katherine Murray|Xerox 1970|2015-12-31|2016-07-01|Standard Class|14.94,,,,,
7680|CA-2015-133592|Katherine Murray|Plantronics Savi W720 Multi-Device Wireless Headset System|2015-12-31|2016-07-01|Standard Class|1687.8,,,,,
7681|CA-2015-133592|Katherine Murray|Sauder Inglewood Library Bookcases|2015-12-31|2016-07-01|Standard Class|341.96,,,,,
7682|CA-2015-133592|Katherine Murray|Global Fabric Manager's Chair, Dark Gray|2015-12-31|2016-07-01|Standard Class|605.88,,,,
8603|US-2015-133949|James Lanier|Panasonic KX TS3282W Corded phone|2015-12-31|2015-12-31|Same Day|475.944,,,,,
8804|CA-2015-157644|Aaron Hawkins|Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack|2015-12-31|2016-01-01|First Class|34.77,,,,
8805|CA-2015-157644|Aaron Hawkins|Avery 51|2015-12-31|2016-01-01|First Class|18.9,,,,,
3454|CA-2016-153325|Shui Tom|XtraLife ClearVue Slant-D Ring Binder, White," 3""|2016-01-03|2016-02-03|Second Class|58.72",,,
8502|CA-2016-102316|Dave Hallsten|Square Credit Card Reader|2016-01-03|2016-03-03|Second Class|15.984,,,,,
8503|CA-2016-102316|Dave Hallsten|Global Deluxe Steno Chair|2016-01-03|2016-03-03|Second Class|184.752,,,,,
8704|CA-2016-133494|Resi Pölking|Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum|2016-01-03|2016-05-03|Standard Class|3.552,,,,,
8781|CA-2016-133585|Craig Molinari|Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop|2016-01-03|2016-04-03|First Class|55.328,,,,,
8782|CA-2016-133585|Craig Molinari|Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors|2016-01-03|2016-04-03|First Class|1227.9984,,,,
9445|CA-2016-104052|Tracy Poddar|Jackery Bar Premium Fast-charging Portable Charger|2016-01-03|2016-02-03|First Class|95.84,,,,,
1450|CA-2016-145821|Jennifer Braxton|OtterBox Defender Series Case - iPhone 5c|2016-01-05|2016-07-05|Standard Class|88.752,,,,,
3992|CA-2016-161998|David Bremer|DAX Black Cherry Wood-Tone Poster Frame|2016-01-05|2016-05-05|Standard Class|63.552,,,,,
"3993|CA-2016-161998|David Bremer|Fiskars 8"" Scissors", 2/Pack|2016-01-05|2016-05-05|Standard Class|41.376,,,,
3994|CA-2016-161998|David Bremer|Panasonic KP-380BK Classic Electric Pencil Sharpener|2016-01-05|2016-05-05|Standard Class|172.704,,,,,
6348|CA-2016-104486|Patrick O'Brill|GBC Twin Loop Wire Binding Elements," 9/16"" Spine", Black|2016-01-05|2016-06-05|Standard Class|12.176,,,
6349|CA-2016-104486|Patrick O'Brill|Eldon Simplefile Box Office|2016-01-05|2016-06-05|Standard Class|37.32,,,,,
"6350|CA-2016-104486|Patrick O'Brill|Acme 10"" Easy Grip Assistive Scissors|2016-01-05|2016-06-05|Standard Class|35.06",,,,,
3969|US-2016-163685|Katrina Edelman|Avery Poly Binder Pockets|2016-01-06|2016-05-06|Standard Class|5.728,,,,,
3970|US-2016-163685|Katrina Edelman|Xerox 1928|2016-01-06|2016-05-06|Standard Class|42.24,,,,,
9094|US-2016-132836|Ashley Jarboe|Polycom CX300 Desktop Phone USB VoIP phone|2016-01-06|2016-05-06|Standard Class|299.98,,,,,
9095|US-2016-132836|Ashley Jarboe|Catalog Binders with Expanding Posts|2016-01-06|2016-05-06|Standard Class|403.68,,,,,
9096|US-2016-132836|Ashley Jarboe|iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4|2016-01-06|2016-05-06|Standard Class|41.9,,,,
9097|US-2016-132836|Ashley Jarboe|Avery 491|2016-01-06|2016-05-06|Standard Class|28.91,,,,,
9565|CA-2016-161242|Catherine Glotzbach|Adams Telephone Message Book W/Dividers/Space For Phone Numbers," 5 1/4""X8 1/2""", 300/Messages|2016-01-06|2016-08-06|Standard Class|11.76,,,
1505|CA-2016-153388|Pauline Chand|Prang Dustless Chalk Sticks|2016-01-08|2016-07-08|Standard Class|6.72,,,,,
1506|CA-2016-153388|Pauline Chand|Hon 2111 Invitation Series Corner Table|2016-01-08|2016-07-08|Standard Class|1004.976,,,,,
335|CA-2016-137946|Doug Bickford|Storex Dura Pro Binders|2016-01-09|2016-04-09|Second Class|4.752,,,,,
336|CA-2016-137946|Doug Bickford|Hewlett Packard LaserJet 3310 Copier|2016-01-09|2016-04-09|Second Class|959.984,,,,,
337|CA-2016-137946|Doug Bickford|Avery Non-Stick Binders|2016-01-09|2016-04-09|Second Class|14.368,,,,,
2816|CA-2016-104626|Daniel Raglin|Deluxe Heavy-Duty Vinyl Round Ring Binder|2016-01-09|2016-08-09|Standard Class|114.6,,,,,
2817|CA-2016-104626|Daniel Raglin|Global Value Steno Chair, Gray|2016-01-09|2016-08-09|Standard Class|60.74,,,,
2818|CA-2016-104626|Daniel Raglin|Deflect-o Glass Clear Studded Chair Mats|2016-01-09|2016-08-09|Standard Class|124.36,,,,,
2819|CA-2016-104626|Daniel Raglin|Adjustable Depth Letter/Legal Cart|2016-01-09|2016-08-09|Standard Class|1088.76,,,,,
1444|CA-2016-166135|Shaun Chance|Trav-L-File Heavy-Duty Shuttle II, Black|2016-01-10|2016-06-10|Standard Class|139.424,,,,
6268|CA-2016-115392|Robert Marley|Cisco SPA301|2016-01-10|2016-04-10|Second Class|311.98,,,,,
6269|CA-2016-115392|Robert Marley|Avery Non-Stick Binders|2016-01-10|2016-04-10|Second Class|22.45,,,,,
9035|CA-2016-148873|Eric Murdock|Accohide Poly Flexible Ring Binders|2016-01-10|2016-05-10|Standard Class|2.992,,,,,
9036|CA-2016-148873|Eric Murdock|Lenovo 17-Key USB Numeric Keypad|2016-01-10|2016-05-10|Standard Class|108.768,,,,,
9489|CA-2016-156566|Eric Murdock|Wilson Electronics DB Pro Signal Booster|2016-01-10|2016-04-10|First Class|572.8,,,,,
1647|CA-2016-105221|Valerie Mitchum|SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card|2016-01-11|2016-03-11|First Class|35.36,,,,,
1648|CA-2016-105221|Valerie Mitchum|Brites Rubber Bands, 1 1/2 oz. Box|2016-01-11|2016-03-11|First Class|3.168,,,,
2294|CA-2016-130995|Quincy Jones|Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple|2016-01-11|2016-06-11|Standard Class|4.95,,,,,
2296|CA-2016-113145|Valerie Dominguez|Avoid Verbal Orders Carbonless Minifold Book|2016-01-11|2016-05-11|Standard Class|13.52,,,,,
"2297|CA-2016-113145|Valerie Dominguez|Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock|2016-01-11|2016-05-11|Standard Class|259.7",,,,,
2298|CA-2016-113145|Valerie Dominguez|Plantronics MX500i Earset|2016-01-11|2016-05-11|Standard Class|42.95,,,,,
2299|CA-2016-113145|Valerie Dominguez|Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset|2016-01-11|2016-05-11|Standard Class|1399.93,,,,,
2300|CA-2016-113145|Valerie Dominguez|Xblue XB-1670-86 X16 Small Office Telephone - Titanium|2016-01-11|2016-05-11|Standard Class|503.96,,,,,
2802|US-2016-110163|Guy Armstrong|Lumber Crayons|2016-01-11|2016-04-11|First Class|7.88,,,,,
"5860|CA-2016-108119|MaryBeth Skach|Iceberg OfficeWorks 42"" Round Tables|2016-01-11|2016-08-11|Standard Class|301.96",,,,,
6551|CA-2016-126739|Justin Hirsh|Global Highback Leather Tilter in Burgundy|2016-01-11|2016-03-11|Second Class|327.564,,,,,
7006|CA-2016-141740|Jeremy Farry|Hon Comfortask Task/Swivel Chairs|2016-01-11|2016-05-11|Standard Class|205.164,,,,,
1461|CA-2016-119907|Logan Currie|Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges|2016-01-12|2016-08-12|Standard Class|55.424,,,,,
1474|US-2016-105676|Neoma Murray|Eldon Image Series Desk Accessories, Burgundy|2016-01-12|2016-02-12|Same Day|6.688,,,,
2715|CA-2016-103723|Beth Thompson|Prang Drawing Pencil Set|2016-01-12|2016-06-12|Standard Class|13.9,,,,,
3920|US-2016-148817|Keith Dawkins|Decoflex Hanging Personal Folder File, Blue|2016-01-12|2016-07-12|Standard Class|61.68,,,,
3921|US-2016-148817|Keith Dawkins|GBC Pre-Punched Binding Paper, Plastic, White," 8-1/2"" x 11""|2016-01-12|2016-07-12|Standard Class|63.96",,
6880|CA-2016-137113|Tamara Willingham|Global Troy Executive Leather Low-Back Tilter|2016-01-12|2016-05-12|Second Class|2003.92,,,,,
6881|CA-2016-137113|Tamara Willingham|Xerox 219|2016-01-12|2016-05-12|Second Class|32.4,,,,,
6882|CA-2016-137113|Tamara Willingham|Bush Advantage Collection Round Conference Table|2016-01-12|2016-05-12|Second Class|1913.4,,,,,
6883|CA-2016-137113|Tamara Willingham|Tennsco Industrial Shelving|2016-01-12|2016-05-12|Second Class|146.73,,,,,
6884|CA-2016-137113|Tamara Willingham|Xerox Color Copier Paper," 11"" x 17""", Ream|2016-01-12|2016-05-12|Second Class|114.2,,,
8893|CA-2016-111038|Lindsay Castell|GuestStacker Chair with Chrome Finish Legs|2016-01-12|2016-06-12|Standard Class|2676.672,,,,,
9355|CA-2016-110324|Matt Abelman|Xerox 207|2016-01-12|2016-05-12|Standard Class|19.44,,,,,
9356|CA-2016-110324|Matt Abelman|Newell 307|2016-01-12|2016-05-12|Standard Class|3.64,,,,,
9357|CA-2016-110324|Matt Abelman|Wirebound Message Books," Four 2 3/4"" x 5"" Forms per Page", 600 Sets per Book|2016-01-12|2016-05-12|Standard Class|18.54,,,
4857|CA-2016-137526|Philip Brown|Binding Machine Supplies|2016-01-13|2016-01-17|Standard Class|70.008,,,,,
4858|CA-2016-137526|Philip Brown|Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts|2016-01-13|2016-01-17|Standard Class|77.6,,,
4859|CA-2016-137526|Philip Brown|Deflect-o EconoMat Nonstudded, No Bevel Mat|2016-01-13|2016-01-17|Standard Class|464.85,,,,
8535|CA-2016-169677|Karen Seio|Avery 508|2016-01-13|2016-01-15|Second Class|9.82,,,,,
468|US-2016-101399|Joni Sundaresam|Eldon ClusterMat Chair Mat with Cordless Antistatic Protection|2016-01-17|2016-01-24|Standard Class|254.744,,,,,
5327|CA-2016-152681|Scott Cohen|Avery Fluorescent Highlighter Four-Color Set|2016-01-17|2016-01-22|Standard Class|6.68,,,,,
6067|CA-2016-151547|Amy Hunt|Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles," 3 7/8"" Cut"," 8""L|2016-01-17|2016-01-23|Standard Class|88.96",,,
6625|CA-2016-141250|Paul MacIntyre|Bevis Round Conference Table Top & Single Column Base|2016-01-19|2016-01-23|Standard Class|102.438,,,,,
6626|CA-2016-141250|Paul MacIntyre|Harbour Creations 67200 Series Stacking Chairs|2016-01-19|2016-01-23|Standard Class|199.304,,,,,
2037|CA-2016-119214|Carl Weiss|Wirebound Service Call Books," 5 1/2"" x 4""|2016-01-23|2016-01-27|Standard Class|29.04",,,,
2038|CA-2016-119214|Carl Weiss|Avery 500|2016-01-23|2016-01-27|Standard Class|14.62,,,,,
7834|CA-2016-128958|Cyra Reiten|Crayola Colored Pencils|2016-01-24|2016-01-28|Standard Class|13.12,,,,,
8909|CA-2016-109603|Elizabeth Moffitt|Xerox 1991|2016-01-26|2016-01-02|Standard Class|182.72,,,,,
2537|CA-2016-168746|Seth Vernon|High-Back Leather Manager's Chair|2016-01-27|2016-01-29|Second Class|181.986,,,,,
2538|CA-2016-168746|Seth Vernon|Polycom VVX 310 VoIP phone|2016-01-27|2016-01-29|Second Class|431.976,,,,,
2539|CA-2016-168746|Seth Vernon|Nortel Meridian M5316 Digital phone|2016-01-27|2016-01-29|Second Class|155.37,,,,,
9413|CA-2016-164777|Sean Christensen|HON 5400 Series Task Chairs for Big and Tall|2016-01-27|2016-01-29|First Class|2803.92,,,,,
9640|CA-2016-116638|Joseph Holt|Chromcraft Bull-Nose Wood Oval Conference Tables & Bases|2016-01-28|2016-01-31|Second Class|4297.644,,,,,
1713|CA-2016-145401|Jeremy Pistek|Rediform Voice Mail Log Books|2016-01-30|2016-04-02|Standard Class|14.304,,,,,
2709|CA-2016-121797|Charles Crestani|Computer Room Manger," 14""|2016-01-30|2016-06-02|Standard Class|227.36",,,,
2710|CA-2016-121797|Charles Crestani|Bady BDG101FRU Card Printer|2016-01-30|2016-06-02|Standard Class|1919.976,,,,,
93|CA-2016-149587|Karl Braun|Xerox 1999|2016-01-31|2016-05-02|Second Class|12.96,,,,,
"94|CA-2016-149587|Karl Braun|Seth Thomas 13 1/2"" Wall Clock|2016-01-31|2016-05-02|Second Class|53.34",,,,,
95|CA-2016-149587|Karl Braun|Ibico Standard Transparent Covers|2016-01-31|2016-05-02|Second Class|32.96,,,,,
213|CA-2016-146262|Victoria Wilson|Avery 505|2016-02-01|2016-09-01|Standard Class|23.68,,,,,
214|CA-2016-146262|Victoria Wilson|O'Sullivan 2-Door Barrister Bookcase in Odessa Pine|2016-02-01|2016-09-01|Standard Class|452.45,,,,,
215|CA-2016-146262|Victoria Wilson|Speck Products Candyshell Flip Case|2016-02-01|2016-09-01|Standard Class|62.982,,,,,
216|CA-2016-146262|Victoria Wilson|Cisco 9971 IP Video Phone Charcoal|2016-02-01|2016-09-01|Standard Class|1188,,,,,
217|CA-2016-146262|Victoria Wilson|Sony Micro Vault Click 16 GB USB 2.0 Flash Drive|2016-02-01|2016-09-01|Standard Class|89.584,,,,,
2487|CA-2016-104514|Claudia Bergmann|SAFCO Mobile Desk Side File, Wire Frame|2016-02-01|2016-04-01|Second Class|85.52,,,,
2488|CA-2016-104514|Claudia Bergmann|Newell 313|2016-02-01|2016-04-01|Second Class|9.84,,,,,
2489|CA-2016-104514|Claudia Bergmann|Xerox 1959|2016-02-01|2016-04-01|Second Class|20.04,,,,,
118|CA-2016-110457|Dave Kipp|Hon Racetrack Conference Tables|2016-02-03|2016-06-03|Standard Class|787.53,,,,,
